date,machine_name,region_id,sex,sdi,baseline_days,status,video_region_id,video
2016-04-04,ETHOSCOPE_003,14,F,0,4,OK,None,None
2016-04-04,ETHOSCOPE_003,15,F,0,4,OK,None,None
2016-04-04,ETHOSCOPE_003,16,F,0,4,OK,None,None
2016-04-04,ETHOSCOPE_003,17,F,0,4,OK,None,None
2016-04-04,ETHOSCOPE_003,18,F,0,4,OK,None,None
2016-04-04,ETHOSCOPE_003,19,F,0,4,OK,None,None
2016-04-04,ETHOSCOPE_003,20,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,1,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,2,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,3,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,4,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,5,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,6,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,7,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,8,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,9,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,10,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,11,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,12,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,13,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,14,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,15,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,16,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,17,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,18,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,19,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_004,20,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,1,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,2,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,3,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,4,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,5,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,6,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,7,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,8,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,9,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,10,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,11,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,12,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,13,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,14,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,15,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,16,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,17,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,18,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,19,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_005,20,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,1,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,2,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,3,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,4,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,5,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,6,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,7,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,8,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,9,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,10,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,11,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,12,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,13,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,14,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,15,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,16,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,17,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,18,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,19,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_020,20,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,1,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,2,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,3,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,4,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,5,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,6,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,7,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,8,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,9,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,10,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,11,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,12,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,13,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,14,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,15,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,16,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,17,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,18,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,19,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_001,20,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,1,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,2,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,3,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,4,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,5,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,6,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,7,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,8,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,9,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,10,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,11,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,12,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,13,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,14,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,15,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,16,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,17,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,18,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,19,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_002,20,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,1,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,2,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,3,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,4,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,5,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,6,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,7,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,8,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,9,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,10,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,11,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,12,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,14,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,15,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,16,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,17,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,18,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,19,F,0,4,OK,None,None
2016-04-11,ETHOSCOPE_003,20,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_004,6,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_004,8,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_004,10,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_004,11,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_004,13,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_004,15,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_004,17,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_004,19,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_007,6,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_007,8,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_007,10,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_007,11,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_007,15,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_007,17,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_007,19,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_009,6,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_009,8,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_009,10,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_009,11,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_009,13,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_009,15,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_009,17,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_009,19,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_019,6,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_019,8,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_019,10,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_019,11,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_019,13,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_019,17,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_019,19,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_018,6,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_018,8,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_018,10,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_018,11,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_018,13,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_018,15,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_018,17,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_018,19,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_036,6,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_036,8,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_036,10,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_036,11,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_036,13,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_036,15,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_036,17,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_036,19,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_026,6,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_026,8,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_026,10,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_026,11,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_026,13,F,0,4,OK,None,None
2016-04-18,ETHOSCOPE_026,15,F,0,4,OK,None,None
